"Notes"	"Residence 2013 Urbanization"	"Residence 2013 Urbanization Code"	"Residence Census Division"	"Residence Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Nov., 2020"	"2020/11"	455	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Dec., 2020"	"2020/12"	828	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Jan., 2021"	"2021/01"	868	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Feb., 2021"	"2021/02"	332	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Mar., 2021"	"2021/03"	178	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Apr., 2021"	"2021/04"	144	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"May, 2021"	"2021/05"	116	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Jun., 2021"	"2021/06"	51	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Jul., 2021"	"2021/07"	100	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Aug., 2021"	"2021/08"	547	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Sep., 2021"	"2021/09"	928	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Oct., 2021"	"2021/10"	473	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Nov., 2021"	"2021/11"	226	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Dec., 2021"	"2021/12"	327	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	697	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	510	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	133	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	27	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	23	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	87	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	106	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	68	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 6: East South Central"	"CENS-D6"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	85	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Mar., 2020"	"2020/03"	157	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Apr., 2020"	"2020/04"	647	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"May, 2020"	"2020/05"	254	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Jun., 2020"	"2020/06"	214	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Jul., 2020"	"2020/07"	830	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Aug., 2020"	"2020/08"	638	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Sep., 2020"	"2020/09"	308	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Oct., 2020"	"2020/10"	373	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Nov., 2020"	"2020/11"	632	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1358	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1958	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Feb., 2021"	"2021/02"	991	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Mar., 2021"	"2021/03"	467	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Apr., 2021"	"2021/04"	266	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"May, 2021"	"2021/05"	230	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Jun., 2021"	"2021/06"	140	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Jul., 2021"	"2021/07"	312	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1638	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1867	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Oct., 2021"	"2021/10"	902	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Nov., 2021"	"2021/11"	355	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Dec., 2021"	"2021/12"	383	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1269	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	841	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	190	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	59	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	40	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	99	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	184	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	174	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	113	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	78	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 7: West South Central"	"CENS-D7"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	145	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Mar., 2020"	"2020/03"	25	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Apr., 2020"	"2020/04"	383	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"May, 2020"	"2020/05"	231	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Jun., 2020"	"2020/06"	95	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Jul., 2020"	"2020/07"	119	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Aug., 2020"	"2020/08"	84	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Sep., 2020"	"2020/09"	62	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Oct., 2020"	"2020/10"	114	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Nov., 2020"	"2020/11"	388	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Dec., 2020"	"2020/12"	569	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Jan., 2021"	"2021/01"	426	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Feb., 2021"	"2021/02"	215	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Mar., 2021"	"2021/03"	99	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Apr., 2021"	"2021/04"	68	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"May, 2021"	"2021/05"	114	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Jun., 2021"	"2021/06"	42	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Jul., 2021"	"2021/07"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Aug., 2021"	"2021/08"	137	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Sep., 2021"	"2021/09"	242	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Oct., 2021"	"2021/10"	286	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Nov., 2021"	"2021/11"	396	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Dec., 2021"	"2021/12"	464	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	481	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	235	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	67	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	21	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	26	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	55	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	54	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	29	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	31	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	26	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	75	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	70	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Mar., 2020"	"2020/03"	104	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Apr., 2020"	"2020/04"	322	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"May, 2020"	"2020/05"	233	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jun., 2020"	"2020/06"	203	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jul., 2020"	"2020/07"	534	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Aug., 2020"	"2020/08"	485	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Sep., 2020"	"2020/09"	257	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Oct., 2020"	"2020/10"	235	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Nov., 2020"	"2020/11"	529	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2116	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jan., 2021"	"2021/01"	2590	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Feb., 2021"	"2021/02"	829	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Mar., 2021"	"2021/03"	272	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Apr., 2021"	"2021/04"	179	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"May, 2021"	"2021/05"	164	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jun., 2021"	"2021/06"	125	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jul., 2021"	"2021/07"	155	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Aug., 2021"	"2021/08"	624	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Sep., 2021"	"2021/09"	876	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Oct., 2021"	"2021/10"	596	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Nov., 2021"	"2021/11"	543	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Dec., 2021"	"2021/12"	536	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1328	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	817	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	212	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	63	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	117	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	170	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	200	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	192	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	104	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	91	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	114	Not Applicable	Not Applicable
	"Large Fringe Metro"	"2"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	241	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Mar., 2020"	"2020/03"	119	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Apr., 2020"	"2020/04"	2116	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"May, 2020"	"2020/05"	1673	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Jun., 2020"	"2020/06"	329	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Jul., 2020"	"2020/07"	100	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Aug., 2020"	"2020/08"	62	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Sep., 2020"	"2020/09"	49	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Oct., 2020"	"2020/10"	119	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Nov., 2020"	"2020/11"	422	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1124	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1115	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Feb., 2021"	"2021/02"	452	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Mar., 2021"	"2021/03"	239	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Apr., 2021"	"2021/04"	176	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"May, 2021"	"2021/05"	148	Not Applicable	Not Applicable
