"Notes"	"Residence 2013 Urbanization"	"Residence 2013 Urbanization Code"	"Residence Census Division"	"Residence Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Medium Metro"	"3"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	82	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	78	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	149	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 8: Mountain"	"CENS-D8"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	205	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Mar., 2020"	"2020/03"	54	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Apr., 2020"	"2020/04"	212	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"May, 2020"	"2020/05"	233	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jun., 2020"	"2020/06"	265	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Jul., 2020"	"2020/07"	831	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1053	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Sep., 2020"	"2020/09"	588	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Oct., 2020"	"2020/10"	366	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Nov., 2020"	"2020/11"	625	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2280	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jan., 2021"	"2021/01"	3007	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1286	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Mar., 2021"	"2021/03"	469	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Apr., 2021"	"2021/04"	254	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"May, 2021"	"2021/05"	233	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jun., 2021"	"2021/06"	139	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Jul., 2021"	"2021/07"	243	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1162	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1843	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1205	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Nov., 2021"	"2021/11"	971	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Dec., 2021"	"2021/12"	660	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1380	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	1161	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	318	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	100	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	123	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	230	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	301	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	244	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	178	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	118	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	133	Not Applicable	Not Applicable
	"Medium Metro"	"3"	"Division 9: Pacific"	"CENS-D9"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	299	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Mar., 2020"	"2020/03"	21	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Apr., 2020"	"2020/04"	107	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"May, 2020"	"2020/05"	84	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Jun., 2020"	"2020/06"	16	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Jul., 2020"	"2020/07"	12	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Aug., 2020"	"2020/08"	Suppressed	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Sep., 2020"	"2020/09"	Suppressed	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Oct., 2020"	"2020/10"	Suppressed	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Nov., 2020"	"2020/11"	35	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2020"	"2020"	"Dec., 2020"	"2020/12"	178	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Jan., 2021"	"2021/01"	206	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Feb., 2021"	"2021/02"	74	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Mar., 2021"	"2021/03"	31	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Apr., 2021"	"2021/04"	30	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"May, 2021"	"2021/05"	27	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Jun., 2021"	"2021/06"	Suppressed	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Jul., 2021"	"2021/07"	10	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Aug., 2021"	"2021/08"	29	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Sep., 2021"	"2021/09"	77	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Oct., 2021"	"2021/10"	63	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Nov., 2021"	"2021/11"	82	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2021"	"2021"	"Dec., 2021"	"2021/12"	118	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	161	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	80	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	24	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	20	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	29	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	15	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	20	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	28	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	17	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	26	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	33	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 1: New England"	"CENS-D1"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	37	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Mar., 2020"	"2020/03"	23	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Apr., 2020"	"2020/04"	255	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"May, 2020"	"2020/05"	294	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Jun., 2020"	"2020/06"	99	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Jul., 2020"	"2020/07"	65	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Aug., 2020"	"2020/08"	45	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Sep., 2020"	"2020/09"	34	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Oct., 2020"	"2020/10"	128	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Nov., 2020"	"2020/11"	511	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2020"	"2020"	"Dec., 2020"	"2020/12"	983	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Jan., 2021"	"2021/01"	866	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Feb., 2021"	"2021/02"	357	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Mar., 2021"	"2021/03"	139	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Apr., 2021"	"2021/04"	153	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"May, 2021"	"2021/05"	119	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Jun., 2021"	"2021/06"	39	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Jul., 2021"	"2021/07"	17	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Aug., 2021"	"2021/08"	117	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Sep., 2021"	"2021/09"	230	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Oct., 2021"	"2021/10"	396	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Nov., 2021"	"2021/11"	373	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2021"	"2021"	"Dec., 2021"	"2021/12"	591	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	644	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	268	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	63	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	42	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	68	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	71	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	49	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	62	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	61	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	68	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	76	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 2: Middle Atlantic"	"CENS-D2"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	73	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Jan., 2020"	"2020/01"	Suppressed	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Mar., 2020"	"2020/03"	28	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Apr., 2020"	"2020/04"	327	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"May, 2020"	"2020/05"	382	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Jun., 2020"	"2020/06"	192	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Jul., 2020"	"2020/07"	147	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Aug., 2020"	"2020/08"	227	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Sep., 2020"	"2020/09"	232	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Oct., 2020"	"2020/10"	637	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1556	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1969	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1098	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Feb., 2021"	"2021/02"	404	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Mar., 2021"	"2021/03"	192	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Apr., 2021"	"2021/04"	324	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"May, 2021"	"2021/05"	327	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Jun., 2021"	"2021/06"	161	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Jul., 2021"	"2021/07"	71	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Aug., 2021"	"2021/08"	335	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Sep., 2021"	"2021/09"	761	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Oct., 2021"	"2021/10"	695	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Nov., 2021"	"2021/11"	785	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2021"	"2021"	"Dec., 2021"	"2021/12"	1442	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	1472	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	708	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	214	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	53	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	113	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	99	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	110	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	162	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	112	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	126	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	150	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 3: East North Central"	"CENS-D3"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	161	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Mar., 2020"	"2020/03"	11	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Apr., 2020"	"2020/04"	134	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"May, 2020"	"2020/05"	255	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Jun., 2020"	"2020/06"	103	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Jul., 2020"	"2020/07"	132	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Aug., 2020"	"2020/08"	141	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Sep., 2020"	"2020/09"	262	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Oct., 2020"	"2020/10"	524	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1269	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1017	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Jan., 2021"	"2021/01"	526	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Feb., 2021"	"2021/02"	176	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Mar., 2021"	"2021/03"	70	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Apr., 2021"	"2021/04"	82	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"May, 2021"	"2021/05"	55	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Jun., 2021"	"2021/06"	65	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Jul., 2021"	"2021/07"	126	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Aug., 2021"	"2021/08"	306	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Sep., 2021"	"2021/09"	330	Not Applicable	Not Applicable
	"Small Metro"	"4"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Oct., 2021"	"2021/10"	314	Not Applicable	Not Applicable
