UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2022,64,4126541,1996173,2130368,1629421,1698700,223374,265131,19616,21454,96113,114517,3656,3785,23993,26781,1649404,1720623,229569,273155,32489,36070,104376,123222,6400,6789,1771919,1893353,1428162,1486488,213904,254320,13091,15069,94100,112355,2976,3105,19686,22016,1444412,1504336,218326,260289,23668,27177,101398,119932,5307,5687,224254,237015,201259,212212,9470,10811,6525,6385,2013,2162,680,680,4307,4765,204992,216287,11243,12866,8821,8893,2978,3290,1093,1102
R,11,2022,65,4086623,1968479,2118144,1612088,1695469,216301,260659,19490,20935,93654,111389,3476,3621,23470,26071,1631614,1716874,222380,268442,32212,35621,101617,119436,6208,6572,1753030,1888016,1418469,1489098,207488,250294,12988,14850,91796,109441,2868,2934,19421,21399,1434476,1506471,211916,256045,23510,27067,98909,116424,5208,5437,215449,230128,193619,206371,8813,10365,6502,6085,1858,1948,608,687,4049,4672,197138,210403,10464,12397,8702,8554,2708,3012,1000,1135
R,11,2022,66,3930471,1882361,2048110,1544760,1637881,204042,251734,18178,20093,90123,109752,3260,3434,21998,25216,1563138,1658618,209699,259221,30230,34399,97452,117533,5790,6267,1681786,1830211,1364675,1442793,195707,241823,12183,14301,88348,107685,2668,2874,18205,20735,1379756,1459655,199768,247335,22176,26253,94864,114444,4846,5288,200575,217899,180085,195088,8335,9911,5995,5792,1775,2067,592,560,3793,4481,183382,198963,9931,11886,8054,8146,2588,3089,944,979
R,11,2022,67,3795304,1807784,1987520,1488006,1595193,190836,237860,17228,18959,87733,108515,3066,3383,20915,23610,1505398,1614445,196161,244944,28774,32279,94684,115856,5489,6047,1617649,1777562,1316961,1406572,182970,228606,11680,13586,86053,106618,2559,2776,17426,19404,1331317,1422180,186818,233831,21336,24704,92265,113027,4656,5053,190135,209958,171045,188621,7866,9254,5548,5373,1680,1897,507,607,3489,4206,174081,192265,9343,11113,7438,7575,2419,2829,833,994
R,11,2022,68,3682384,1744995,1937389,1443648,1561999,179223,227742,15996,17923,83799,104144,2859,3204,19470,22377,1459867,1580245,184142,234326,26928,30725,90193,110933,5052,5786,1569818,1740652,1285575,1384694,172009,219310,11124,13093,82330,102361,2386,2644,16394,18550,1299113,1399605,175635,224209,20407,23879,88032,108335,4302,4882,175177,196737,158073,177305,7214,8432,4872,4830,1469,1783,473,560,3076,3827,160754,180640,8507,10117,6521,6846,2161,2598,750,904
R,11,2022,69,3507506,1653402,1854104,1377138,1505065,162830,211632,14728,16461,78019,97225,2637,2875,18050,20846,1392234,1522123,167224,217657,25060,28501,83819,103584,4672,5273,1494025,1672304,1233392,1340966,156188,203826,10280,12071,76694,95668,2227,2406,15244,17367,1246078,1354994,159385,208336,19083,22259,81894,101276,4009,4502,159377,181800,143746,164099,6642,7806,4448,4390,1325,1557,410,469,2806,3479,146156,167129,7839,9321,5977,6242,1925,2308,663,771
R,11,2022,70,3400324,1596246,1804078,1335422,1468321,151950,202190,13541,15585,76246,95923,2571,2815,16516,19244,1349176,1484112,156030,207699,22990,26921,81529,101612,4491,5041,1448467,1633208,1201876,1313888,145901,194867,9569,11495,74961,94417,2200,2373,13960,16168,1213394,1327001,148899,199066,17651,21191,79700,99404,3875,4287,147779,170870,133546,154433,6049,7323,3972,4090,1285,1506,371,442,2556,3076,135782,157111,7131,8633,5339,5730,1829,2208,616,754
R,11,2022,71,3211386,1499742,1711644,1259940,1396503,141726,192354,12603,14541,67764,87745,2246,2531,15463,17970,1272771,1411261,145496,197549,21746,25332,72549,92801,4055,4568,1361701,1551848,1134709,1252163,136232,185451,9056,10722,66634,86328,1926,2136,13144,15048,1145535,1264346,139058,189389,16886,19973,70924,90755,3517,3901,138041,159796,125231,144340,5494,6903,3547,3819,1130,1417,320,395,2319,2922,127236,146915,6438,8160,4860,5359,1625,2046,538,667
R,11,2022,72,3032836,1407553,1625283,1173754,1318114,135581,183658,12067,13831,69146,90152,2247,2393,14758,17135,1186054,1332032,139241,188711,20747,23919,73683,95269,3952,4390,1278242,1470796,1056740,1178497,130257,176933,8739,10194,68059,88775,1895,2047,12552,14350,1067123,1190025,132987,180744,16200,18832,72122,93223,3420,3757,129311,154487,117014,139617,5324,6725,3328,3637,1087,1377,352,346,2206,2785,118931,142007,6254,7967,4547,5087,1561,2046,532,633
R,11,2022,73,2932228,1357266,1574962,1140367,1287208,124001,171642,11321,12888,65759,84740,2161,2379,13657,16105,1151742,1300368,127273,176325,19516,22568,69881,89262,3774,4220,1238222,1432214,1032406,1157795,119251,165544,8271,9664,64777,83557,1841,2020,11676,13634,1042071,1168820,121724,169135,15373,18075,68442,87524,3249,3636,119044,142748,107961,129413,4750,6098,3050,3224,982,1183,320,359,1981,2471,109671,131548,5549,7190,4143,4493,1439,1738,525,584
R,11,2022,74,2851880,1316969,1534911,1113811,1264271,115835,161903,10495,12239,62097,78954,1968,2228,12763,15316,1124411,1276922,118969,166217,18162,21486,65910,83254,3434,3945,1206438,1400283,1013511,1142175,111380,156305,7782,9218,61185,77798,1680,1909,10900,12878,1022491,1152699,113763,159565,14424,17210,64575,81542,2978,3396,110531,134628,100300,122096,4455,5598,2713,3021,912,1156,288,319,1863,2438,101920,124223,5206,6652,3738,4276,1335,1712,456,549
R,11,2022,75,2949582,1365796,1583786,1174112,1330325,108666,151305,10389,11628,57937,73318,1861,1978,12831,15232,1184910,1343024,111696,155545,18381,21066,61502,77394,3319,3623,1260201,1454440,1077992,1212584,104679,146029,7718,8868,57108,72236,1601,1695,11103,13028,1087289,1223342,107006,149316,14767,17126,60273,75845,2901,3164,105595,129346,96120,117741,3987,5276,2671,2760,829,1082,260,283,1728,2204,97621,119682,4690,6229,3614,3940,1229,1549,418,459
R,11,2022,76,2362296,1085672,1276624,928262,1064586,86388,123848,8435,9714,50471,64154,1644,1700,10472,12622,937111,1075045,88829,127294,14761,17214,53492,67780,2903,3177,995140,1162509,845861,960844,82870,119013,6206,7364,49796,63187,1429,1459,8978,10642,853416,969570,84702,121620,11748,13830,52474,66372,2527,2769,90532,114115,82401,103742,3518,4835,2229,2350,675,967,215,241,1494,1980,83695,105475,4127,5674,3013,3384,1018,1408,376,408
R,11,2022,77,1988571,897944,1090627,761809,903028,75038,110812,7129,8558,43734,55771,1416,1579,8818,10879,769181,912033,77141,113797,12346,15010,46375,58900,2536,2861,818298,987734,689261,809307,71998,106579,5226,6408,43091,54933,1216,1353,7506,9154,695482,816813,73562,108813,9748,11951,45429,57675,2202,2478,79646,102893,72548,93721,3040,4233,1903,2150,643,838,200,226,1312,1725,73699,95220,3579,4984,2598,3059,946,1225,334,383
R,11,2022,78,1916412,859706,1056706,733495,880130,69033,104044,6598,7904,41010,52665,1229,1452,8341,10511,740517,888836,70973,107003,11598,14177,43451,55627,2271,2721,788398,961848,668462,793591,66237,100283,4927,5946,40486,51862,1073,1247,7213,8919,674497,800913,67714,102544,9350,11408,42668,54454,2004,2381,71308,94858,65033,86539,2796,3761,1671,1958,524,803,156,205,1128,1592,66020,87923,3259,4459,2248,2769,783,1173,267,340
R,11,2022,79,1921828,855326,1066502,738696,901121,64655,99879,6028,7549,37159,46687,1137,1242,7651,10024,745193,909499,66353,102583,10750,13643,39256,49393,2108,2418,789727,976706,678717,819175,62125,96272,4589,5709,36639,45996,1003,1071,6654,8483,684359,826221,63423,98293,8796,11016,38495,48355,1867,2120,65599,89796,59979,81946,2530,3607,1439,1840,520,691,134,171,997,1541,60834,83278,2930,4290,1954,2627,761,1038,241,298
R,11,2022,80,1697550,748201,949349,642436,797321,57329,90146,5400,6716,35173,45251,954,1173,6909,8742,648234,804603,58936,92528,9662,12058,37112,47623,1761,2147,689839,867650,589104,722615,55037,86900,4142,5079,34741,44615,825,987,5990,7454,594114,728779,56269,88707,7917,9759,36466,46704,1536,1857,58362,81699,53332,74706,2292,3246,1258,1637,432,636,129,186,919,1288,54120,75824,2667,3821,1745,2299,646,919,225,290
R,11,2022,81,1470724,640019,830705,548204,695892,49267,80079,4796,5880,30910,40009,860,998,5982,7847,553243,702434,50617,82187,8428,10683,32659,42167,1574,1865,588030,758176,500674,629421,47255,77271,3670,4521,30517,39432,759,836,5155,6695,505001,634972,48267,78886,6883,8720,32059,41309,1389,1605,51989,72529,47530,66471,2012,2808,1126,1359,393,577,101,162,827,1152,48242,67462,2350,3301,1545,1963,600,858,185,260
R,11,2022,82,1322948,567127,755821,482387,629680,44704,74534,4285,5476,29469,38084,823,964,5459,7083,486955,635583,45946,76479,7537,9703,31144,40056,1484,1804,518731,686696,438090,566380,42853,71783,3240,4187,29081,37550,725,794,4742,6002,442046,571334,43802,73257,6107,7854,30582,39287,1315,1533,48396,69125,44297,63300,1851,2751,1045,1289,388,534,98,170,717,1081,44909,64249,2144,3222,1430,1849,562,769,169,271
R,11,2022,83,1183894,501328,682566,427323,570072,38958,66532,3655,4810,26021,33745,647,908,4724,6499,431325,575466,40056,68275,6437,8689,27427,35593,1219,1694,458360,620093,388018,512836,37260,64033,2769,3668,25695,33261,553,769,4065,5526,391438,517416,38086,65331,5211,7051,26949,34870,1064,1442,42968,62473,39305,57236,1698,2499,886,1142,326,484,94,139,659,973,39887,58050,1970,2944,1226,1638,478,723,155,252
R,11,2022,84,1096930,457992,638938,391615,536152,34539,60729,3330,4524,23608,30988,628,808,4272,5737,395223,540945,35510,62277,5885,7894,24893,32641,1122,1478,419219,580883,356059,482958,33078,58397,2552,3471,23300,30557,538,661,3692,4839,359163,486975,33808,59560,4810,6396,24445,31989,974,1236,38773,58055,35556,53194,1461,2332,778,1053,308,431,90,147,580,898,36060,53970,1702,2717,1075,1498,448,652,148,242
R,11,2022,85,963446,395574,567872,337486,474968,30035,54569,2827,3961,20952,28440,535,728,3739,5206,340686,479308,30907,56005,5042,6969,22078,29934,956,1369,361223,515694,305912,427163,28752,52495,2154,3008,20707,28013,457,604,3241,4411,308677,430812,29408,53579,4120,5634,21713,29318,828,1165,34351,52178,31574,47805,1283,2074,673,953,245,427,78,124,498,795,32009,48496,1499,2426,922,1335,365,616,128,204
R,11,2022,86,854442,344632,509810,293891,426797,26129,49084,2458,3483,18441,25278,459,615,3254,4553,296637,430582,26862,50353,4334,6143,19470,26573,852,1136,314149,462798,265844,383584,24939,47244,1899,2643,18230,24931,397,529,2840,3867,268231,386774,25495,48207,3564,4948,19161,26074,747,990,30483,47012,28047,43213,1190,1840,559,840,211,347,62,86,414,686,28406,43808,1367,2146,770,1195,309,499,105,146
R,11,2022,87,752916,295428,457488,252325,382755,22340,44089,2073,3121,15586,22826,387,541,2717,4156,254580,386193,22985,45209,3634,5547,16445,24024,740,1016,269101,415357,228074,344040,21353,42460,1588,2376,15398,22508,342,444,2346,3529,230016,346946,21836,43318,2967,4488,16164,23544,651,859,26327,42131,24251,38715,987,1629,485,745,188,318,45,97,371,627,24564,39247,1149,1891,667,1059,281,480,89,157
R,11,2022,88,644961,245730,399231,210293,335566,18218,37839,1667,2627,12939,19275,335,450,2278,3474,212234,338463,18749,38809,2947,4647,13661,20286,620,841,224095,363306,190293,302456,17458,36501,1278,1987,12785,19006,289,382,1992,2974,191985,304924,17868,37252,2426,3745,13425,19893,542,732,21635,35925,20000,33110,760,1338,389,640,154,269,46,68,286,500,20249,33539,881,1557,521,902,236,393,78,109
R,11,2022,89,551427,205400,346027,175874,290641,14831,32350,1420,2236,11093,17309,290,395,1892,3096,177490,293213,15245,33174,2502,4017,11692,18238,524,772,187364,314831,159181,261856,14209,31175,1089,1694,10975,17084,254,343,1656,2679,160594,264071,14529,31814,2053,3266,11508,17915,463,674,18036,31196,16693,28785,622,1175,331,542,118,225,36,52,236,417,16896,29142,716,1360,449,751,184,323,61,98
R,11,2022,90,472832,171102,301730,145922,252466,12579,28585,1160,1928,9527,15662,262,372,1652,2717,147323,254739,12970,29335,2077,3485,10067,16460,472,709,156001,274439,131944,227291,12056,27557,884,1467,9419,15455,231,326,1467,2343,133189,229246,12371,28148,1712,2850,9906,16149,418,618,15101,27291,13978,25175,523,1028,276,461,108,207,31,46,185,374,14134,25493,599,1187,365,635,161,311,54,91
R,11,2022,91,402592,142634,259958,122612,219380,9776,23370,944,1607,7812,13111,196,271,1294,2219,123710,221224,10077,23987,1645,2891,8253,13747,365,548,130232,237302,111087,198438,9375,22540,720,1224,7732,12953,172,238,1146,1909,112055,200014,9625,23024,1343,2362,8131,13506,322,477,12402,22656,11525,20942,401,830,224,383,80,158,24,33,148,310,11655,21210,452,963,302,529,122,241,43,71
R,11,2022,92,354458,122438,232020,105358,196075,8134,20054,770,1380,6896,12217,169,255,1111,2039,106309,197791,8393,20594,1387,2551,7255,12804,317,504,111572,211496,95223,177018,7807,19354,592,1044,6826,12096,152,225,972,1759,96054,178484,8008,19776,1136,2072,7149,12625,284,448,10866,20524,10135,19057,327,700,178,336,70,121,17,30,139,280,10255,19307,385,818,251,479,106,179,33,56
R,11,2022,93,290039,96696,193343,83101,163274,6235,16637,624,1151,5633,10387,153,231,950,1663,83907,164655,6457,17113,1153,2082,5951,10873,271,448,88000,176480,75029,147603,5956,16075,471,879,5583,10273,139,200,822,1450,75726,148802,6132,16455,935,1706,5861,10705,241,391,8696,16863,8072,15671,279,562,153,272,50,114,14,31,128,213,8181,15853,325,658,218,376,90,168,30,57
R,11,2022,94,238192,77325,160867,66292,135439,5037,14031,551,948,4601,8842,106,183,738,1424,66916,136614,5217,14444,988,1756,4826,9253,197,362,70305,146948,59757,122550,4808,13535,424,725,4569,8756,93,158,654,1224,60311,123555,4955,13857,816,1441,4770,9117,170,316,7020,13919,6535,12889,229,496,127,223,32,86,13,25,84,200,6605,13059,262,587,172,315,56,136,27,46
R,11,2022,95,186743,58666,128077,50151,107834,3768,11111,369,728,3710,7100,83,152,585,1152,50643,108785,3904,11425,687,1414,3900,7432,165,305,53611,117408,45424,97937,3627,10733,290,556,3679,7034,74,134,517,1014,45860,98769,3741,10986,575,1174,3849,7326,144,264,5055,10669,4727,9897,141,378,79,172,31,66,9,18,68,138,4783,10016,163,439,112,240,51,106,21,41
R,11,2022,96,146693,44636,102057,38018,85911,2875,8735,301,601,2907,5773,59,132,476,905,38423,86678,2982,8992,565,1124,3065,6011,125,242,40843,93879,34478,78338,2764,8444,238,472,2885,5714,52,117,426,794,34840,79006,2852,8653,476,939,3031,5930,112,215,3793,8178,3540,7573,111,291,63,129,22,59,7,15,50,111,3583,7672,130,339,89,185,34,81,13,27
R,11,2022,97,110580,32477,78103,27399,65275,2120,6727,224,455,2346,4804,45,92,343,750,27677,65898,2210,6946,418,869,2461,5016,88,194,29752,71892,24864,59545,2038,6496,178,348,2331,4765,41,82,300,656,25110,60093,2111,6675,348,720,2430,4948,78,165,2725,6211,2535,5730,82,231,46,107,15,39,4,10,43,94,2567,5805,99,271,70,149,31,68,10,29
R,11,2022,98,81771,23042,58729,19207,48813,1544,5162,160,357,1850,3766,25,72,256,559,19422,49266,1615,5332,300,685,1934,3924,61,140,21121,54146,17426,44567,1486,5000,125,286,1838,3736,24,64,222,493,17614,44970,1541,5137,247,579,1910,3874,51,121,1921,4583,1781,4246,58,162,35,71,12,30,1,8,34,66,1808,4296,74,195,53,106,24,50,10,19
R,11,2022,99,58213,16002,42211,13189,34968,1059,3624,117,258,1397,2861,30,60,210,440,13361,35334,1119,3774,230,511,1467,2972,64,118,14648,39039,11931,32045,1021,3505,96,206,1389,2844,27,53,184,386,12087,32363,1066,3629,195,436,1449,2939,53,104,1354,3172,1258,2923,38,119,21,52,8,17,3,7,26,54,1274,2971,53,145,35,75,18,33,11,14
R,11,2022,100,107983,27916,80067,21864,63849,1947,7544,224,515,3413,7096,55,141,413,922,22196,64589,2074,7857,448,1032,3557,7343,120,276,25745,74541,19874,58754,1878,7341,188,440,3396,7056,48,130,361,820,20165,59409,1980,7608,386,906,3520,7277,99,248,2171,5526,1990,5095,69,203,36,75,17,40,7,11,52,102,2031,5180,94,249,62,126,37,66,21,28
R,12,2022,999,333327270,165073625,168253645,125531273,126267736,21888221,23551934,2238870,2197961,9937804,10712898,448251,433409,5029206,5089707,130029742,130797079,24212953,25948259,3653286,3669144,11810267,12572667,880767,867887,132785480,136740216,97401869,98862445,20258064,21883429,1216664,1250116,9594373,10371421,322323,315378,3992187,4057427,100973862,102472456,22091044,23782140,2208798,2303062,11178380,11943621,658909,654959,32288145,31513429,28129404,27405291,1630157,1668505,1022206,947845,343431,341477,125928,118031,1037019,1032280,29055880,28324623,2121909,2166119,1444488,1366082,631887,629046,221858,212928
R,12,2022,0,3539716,1810341,1729375,1247980,1191976,288264,275616,35244,33665,103710,99019,6883,6560,128260,122539,1366437,1305146,361586,345664,57819,55231,149788,143050,15329,14629,1327391,1268118,858703,820181,252362,241330,13724,13107,95743,91412,4124,3931,102735,98157,954178,911398,312114,298415,28025,26769,133873,127851,10221,9757,482950,461257,389277,371795,35902,34286,21520,20558,7967,7607,2759,2629,25525,24382,412259,393748,49472,47249,29794,28462,15915,15199,5108,4872
R,12,2022,1,3546917,1813319,1733598,1251898,1196469,289475,277430,35055,33535,106460,101394,6945,6599,123486,118171,1365660,1305338,359178,344191,57361,54866,151337,144301,15253,14525,1333439,1274742,864665,826199,253756,243233,13703,13107,98527,93832,4181,3980,98607,94391,956058,913684,310269,297376,27854,26642,135689,129377,10192,9718,479880,458856,387233,370270,35719,34197,21352,20428,7933,7562,2764,2619,24879,23780,409602,391654,48909,46815,29507,28224,15648,14924,5061,4807
R,12,2022,2,3634822,1857885,1776937,1290011,1231636,292980,283558,35087,34145,110902,103736,7050,6653,121855,117209,1402096,1339439,360644,349197,57626,55794,155849,146520,15388,14550,1372495,1311220,896353,854770,257564,249386,13987,13384,103056,96166,4298,4023,97237,93491,986310,941248,312271,302512,28354,27173,140382,131633,10387,9759,485390,465717,393658,376866,35416,34172,21100,20761,7846,7570,2752,2630,24618,23718,415786,398191,48373,46685,29272,28621,15467,14887,5001,4791
R,12,2022,3,3751991,1916774,1835217,1332920,1272960,300873,293502,35669,34270,115876,108859,7213,6791,124223,118835,1447110,1382176,369495,359376,58784,56498,161949,152665,15763,14874,1420200,1355402,928157,881437,266026,259614,14260,13838,108055,101448,4435,4181,99267,94884,1019902,969113,321616,312965,29046,28057,146377,137844,10707,10107,496574,479815,404763,391523,34847,33888,21409,20432,7821,7411,2778,2610,24956,23951,427208,413063,47879,46411,29738,28441,15572,14821,5056,4767
R,12,2022,4,3812994,1948225,1864769,1354023,1292479,305089,297838,36252,34765,119624,112419,7314,6914,125923,120354,1469757,1403083,374577,364498,59682,57263,166390,156842,15989,15107,1443310,1377505,941943,894416,269963,263726,14434,13972,111757,104944,4524,4279,100689,96168,1034982,983263,326279,317726,29423,28378,150706,141913,10894,10292,504915,487264,412080,398063,35126,34112,21818,20793,7867,7475,2790,2635,25234,24186,434775,419820,48298,46772,30259,28885,15684,14929,5095,4815
R,12,2022,5,3901941,1996611,1905330,1388563,1322080,310596,302059,36325,34457,126072,118103,7413,7043,127642,121588,1505813,1433823,380449,369273,60211,57294,173867,162957,16332,15393,1482103,1410132,964691,914070,276533,268981,15327,14579,118432,110767,4755,4440,102365,97295,1059177,1003941,333249,323534,30742,29278,158412,148124,11373,10574,514508,495198,423872,408010,34063,33078,20998,19878,7640,7336,2658,2603,25277,24293,446636,429882,47200,45739,29469,28016,15455,14833,4959,4819
R,12,2022,6,4017690,2054142,1963548,1441323,1372816,310793,304020,35899,34769,129387,121489,7471,7131,129269,123323,1560113,1486189,380758,371320,60422,58263,178175,167442,16569,15669,1525182,1455025,1002447,951089,276742,271038,16029,15460,121622,114156,4778,4520,103564,98762,1098080,1042340,333442,325635,31913,30669,162423,152507,11519,10827,528960,508523,438876,421727,34051,32982,19870,19309,7765,7333,2693,2611,25705,24561,462033,443849,47316,45685,28509,27594,15752,14935,5050,4842
R,12,2022,7,4066328,2078142,1988186,1464517,1396032,315294,307609,35251,34107,126855,119591,7332,7119,128893,123728,1583010,1509784,385066,375198,59975,57760,175181,165521,16379,15711,1544796,1473980,1019647,967643,281502,274735,16409,15634,119244,112319,4645,4501,103349,99148,1115124,1059246,338109,329612,32489,30966,159665,150683,11358,10867,533346,514206,444870,428389,33792,32874,18842,18473,7611,7272,2687,2618,25544,24580,467886,450538,46957,45586,27486,26794,15516,14838,5021,4844
R,12,2022,8,4084983,2088347,1996636,1471933,1401069,316719,309238,35424,34472,128819,121906,7191,6970,128261,122981,1589821,1514111,385855,376250,60155,58184,177086,167522,16284,15545,1558361,1486124,1029939,975696,282582,276242,16651,16087,121573,114961,4657,4517,102959,98621,1125042,1066788,338649,330658,32802,31522,162050,153117,11421,10905,529986,510512,441994,425373,34137,32996,18773,18385,7246,6945,2534,2453,25302,24360,464779,447323,47206,45592,27353,26662,15036,14405,4863,4640
R,12,2022,9,4046234,2070337,1975897,1460721,1389402,316021,307207,35771,34295,124656,117653,6943,6633,126225,120707,1576687,1500233,383797,372975,60325,57771,172205,162396,16061,15170,1544663,1471059,1021779,968011,282420,274901,16989,16218,117750,110978,4550,4288,101175,96663,1115192,1057202,337342,328258,33038,31538,157537,148314,11270,10540,525674,504838,438942,421391,33601,32306,18782,18077,6906,6675,2393,2345,25050,24044,461495,443031,46455,44717,27287,26233,14668,14082,4791,4630
R,12,2022,10,4068948,2079675,1989273,1468475,1400541,316194,307288,35656,34538,127117,120213,6993,6726,125240,119967,1583445,1510658,383138,372042,60220,58150,174470,165005,16083,15361,1551096,1478814,1025866,973253,283065,275307,17078,16445,120294,113524,4575,4349,100218,95936,1118301,1061741,337173,327695,33097,31844,159942,150927,11289,10699,528579,510459,442609,427288,33129,31981,18578,18093,6823,6689,2418,2377,25022,24031,465144,448917,45965,44347,27123,26306,14528,14078,4794,4662
R,12,2022,11,4094362,2099051,1995311,1491695,1413531,318589,308190,35748,34471,121373,114359,6770,6478,124876,118282,1606392,1522094,385632,371921,60581,58099,168009,158371,15792,14994,1559468,1478259,1037657,978856,285891,276668,17328,16398,114649,107938,4357,4153,99586,94246,1129569,1065784,339989,328072,33495,31742,153512,144592,10984,10376,539583,517052,454038,434675,32698,31522,18420,18073,6724,6421,2413,2325,25290,24036,476823,456310,45643,43849,27086,26357,14497,13779,4808,4618
R,12,2022,12,4177283,2140822,2036461,1530722,1451460,323624,312221,34439,33188,119769,113698,6581,6279,125687,119615,1646356,1561385,390910,376768,59794,57578,166306,157523,15595,14748,1583351,1502406,1055672,996491,292724,282017,17511,17040,113291,107681,4361,4183,99792,94994,1147892,1084159,346800,333883,33891,32864,152014,144210,10979,10401,557471,534055,475050,454969,30900,30204,16928,16148,6478,6017,2220,2096,25895,24621,498464,477226,44110,42885,25903,24714,14292,13313,4616,4347
R,12,2022,13,4225956,2163659,2062297,1554259,1474414,327076,316628,34537,33186,117929,112919,6516,6364,123342,118786,1667787,1583604,393312,381213,59357,57033,163328,156027,15133,14729,1600950,1523357,1072659,1013557,296257,286686,18142,17491,111619,106883,4440,4281,97833,94459,1163137,1100765,349619,338763,34112,32956,149332,142836,10780,10419,562709,538940,481600,460857,30819,29942,16395,15695,6310,6036,2076,2083,25509,24327,504650,482839,43693,42450,25245,24077,13996,13191,4353,4310
R,12,2022,14,4403789,2255893,2147896,1624478,1539221,343550,332332,35653,33963,121313,116174,6703,6543,124196,119663,1738600,1649223,410445,397620,60623,57957,166480,159125,15565,14853,1671158,1590631,1122393,1060967,311559,301862,18694,18074,114921,110071,4568,4419,99023,95238,1213682,1148913,365791,354837,34899,33464,152707,145900,11118,10506,584735,557265,502085,478254,31991,30470,16959,15889,6392,6103,2135,2124,25173,24425,524918,500310,44654,42783,25724,24493,13773,13225,4447,4347
R,12,2022,15,4447948,2278102,2169846,1646911,1562155,343910,332902,36384,35069,122714,116607,6730,6579,121453,116534,1758440,1669055,408976,396157,61349,58946,166925,158471,15454,14849,1687147,1605538,1138344,1076761,312284,302528,18861,18598,116381,110696,4591,4405,96686,92550,1227515,1161947,364978,353673,35034,33956,153238,145575,11056,10484,590955,564308,508567,485394,31626,30374,17523,16471,6333,5911,2139,2174,24767,23984,530925,507108,43998,42484,26315,24990,13687,12896,4398,4365
R,12,2022,16,4394831,2250017,2144814,1633699,1551441,337584,326378,36212,34239,119653,114641,6538,6367,116331,111748,1740442,1653939,399163,386314,60420,57497,162499,154949,14977,14340,1671547,1591327,1134737,1074151,307279,296951,18797,18146,113423,108869,4492,4285,92819,88925,1220241,1155995,357271,345711,34513,33161,149299,142521,10715,10159,578470,553487,498962,477290,30305,29427,17415,16093,6230,5772,2046,2082,23512,22823,520201,497944,41892,40603,25907,24336,13200,12428,4262,4181
R,12,2022,17,4332364,2216000,2116364,1619084,1535143,326187,317616,35214,34090,119196,117119,6515,6437,109804,105959,1719707,1632121,383624,373555,58650,56563,159795,156019,14397,14006,1653329,1579298,1132274,1070471,297098,289733,18514,18165,113417,111675,4436,4451,87590,84803,1212844,1148312,343791,335363,33722,32744,147506,144415,10266,10106,562671,537066,486810,464672,29089,27883,16700,15925,5779,5444,2079,1986,22214,21156,506863,483809,39833,38192,24928,23819,12289,11604,4131,3900
R,12,2022,18,4322320,2209337,2112983,1618076,1536455,322883,313387,34504,33085,121924,121175,6456,6159,105494,102722,1714601,1630343,377360,366833,57410,55445,161332,159016,14173,13628,1660186,1587623,1141519,1081062,294832,286563,18484,17596,116157,115710,4533,4320,84661,82372,1219295,1156561,339175,330219,33630,32358,149404,147668,10314,9896,549151,525360,476557,455393,28051,26824,16020,15489,5767,5465,1923,1839,20833,20350,495306,473782,38185,36614,23780,23087,11928,11348,3859,3732
R,12,2022,19,4321636,2207580,2114056,1622985,1541751,320404,312024,33639,32719,122664,122593,6299,5987,101589,98982,1715850,1632232,372295,362886,56350,54820,160479,159331,13833,13245,1668634,1596340,1154668,1091939,292997,286020,18033,17504,117089,117258,4425,4221,81422,79398,1229354,1164782,335342,327549,33051,32230,148976,148155,10079,9687,538946,517716,468317,449812,27407,26004,15606,15215,5575,5335,1874,1766,20167,19584,486496,467450,36953,35337,23299,22590,11503,11176,3754,3558
